chrom	scaffold
unplaced	NW_021938889.1
unplaced	NW_021938890.1
unplaced	NW_021938891.1
unplaced	NW_021938892.1
unplaced	NW_021938896.1
unplaced	NW_021938897.1
unplaced	NW_021938899.1
unplaced	NW_021938900.1
unplaced	NW_021938901.1
unplaced	NW_021938902.1
unplaced	NW_021938904.1
unplaced	NW_021938905.1
unplaced	NW_021938906.1
unplaced	NW_021938907.1
unplaced	NW_021938908.1
unplaced	NW_021938910.1
unplaced	NW_021938911.1
unplaced	NW_021938912.1
unplaced	NW_021938913.1
unplaced	NW_021938914.1
unplaced	NW_021938916.1
unplaced	NW_021938918.1
unplaced	NW_021938919.1
unplaced	NW_021938922.1
unplaced	NW_021938923.1
unplaced	NW_021938924.1
unplaced	NW_021938925.1
unplaced	NW_021938927.1
unplaced	NW_021938928.1
unplaced	NW_021938930.1
unplaced	NW_021938931.1
unplaced	NW_021938933.1
unplaced	NW_021938934.1
unplaced	NW_021938936.1
unplaced	NW_021938937.1
unplaced	NW_021938938.1
unplaced	NW_021938939.1
unplaced	NW_021938940.1
unplaced	NW_021938942.1
unplaced	NW_021938943.1
unplaced	NW_021938944.1
unplaced	NW_021938945.1
unplaced	NW_021938946.1
unplaced	NW_021938947.1
unplaced	NW_021938950.1
unplaced	NW_021938951.1
unplaced	NW_021938952.1
unplaced	NW_021938953.1
unplaced	NW_021938955.1
unplaced	NW_021938956.1
unplaced	NW_021938957.1
unplaced	NW_021938959.1
unplaced	NW_021938960.1
unplaced	NW_021938961.1
unplaced	NW_021938963.1
unplaced	NW_021938964.1
unplaced	NW_021938965.1
unplaced	NW_021938966.1
unplaced	NW_021938967.1
unplaced	NW_021938970.1
unplaced	NW_021938971.1
unplaced	NW_021938972.1
unplaced	NW_021938974.1
unplaced	NW_021938975.1
unplaced	NW_021938976.1
unplaced	NW_021938978.1
unplaced	NW_021938980.1
unplaced	NW_021938981.1
unplaced	NW_021938982.1
unplaced	NW_021938984.1
unplaced	NW_021938986.1
unplaced	NW_021938988.1
unplaced	NW_021938989.1
unplaced	NW_021938990.1
unplaced	NW_021938991.1
unplaced	NW_021938992.1
unplaced	NW_021938993.1
unplaced	NW_021938995.1
unplaced	NW_021938996.1
unplaced	NW_021938997.1
unplaced	NW_021939000.1
unplaced	NW_021939002.1
unplaced	NW_021939003.1
unplaced	NW_021939004.1
unplaced	NW_021939005.1
unplaced	NW_021939006.1
unplaced	NW_021939008.1
unplaced	NW_021939009.1
unplaced	NW_021939010.1
unplaced	NW_021939011.1
unplaced	NW_021939013.1
unplaced	NW_021939014.1
unplaced	NW_021939015.1
unplaced	NW_021939016.1
unplaced	NW_021939018.1
unplaced	NW_021939019.1
unplaced	NW_021939020.1
unplaced	NW_021939021.1
unplaced	NW_021939022.1
unplaced	NW_021939023.1
unplaced	NW_021939024.1
unplaced	NW_021939026.1
unplaced	NW_021939027.1
unplaced	NW_021939028.1
unplaced	NW_021939030.1
unplaced	NW_021939032.1
unplaced	NW_021939033.1
unplaced	NW_021939034.1
unplaced	NW_021939035.1
unplaced	NW_021939036.1
unplaced	NW_021939038.1
unplaced	NW_021939039.1
unplaced	NW_021939040.1
unplaced	NW_021939041.1
unplaced	NW_021939043.1
unplaced	NW_021939044.1
unplaced	NW_021939045.1
unplaced	NW_021939048.1
unplaced	NW_021939049.1
unplaced	NW_021939050.1
unplaced	NW_021939051.1
unplaced	NW_021939052.1
unplaced	NW_021939053.1
unplaced	NW_021939054.1
unplaced	NW_021939055.1
unplaced	NW_021939056.1
unplaced	NW_021939058.1
unplaced	NW_021939059.1
unplaced	NW_021939064.1
unplaced	NW_021939065.1
unplaced	NW_021939068.1
unplaced	NW_021939070.1
unplaced	NW_021939071.1
unplaced	NW_021939072.1
unplaced	NW_021939073.1
unplaced	NW_021939074.1
unplaced	NW_021939075.1
unplaced	NW_021939077.1
unplaced	NW_021939078.1
unplaced	NW_021939079.1
unplaced	NW_021939080.1
unplaced	NW_021939081.1
unplaced	NW_021939082.1
unplaced	NW_021939083.1
unplaced	NW_021939085.1
unplaced	NW_021939086.1
unplaced	NW_021939088.1
unplaced	NW_021939089.1
unplaced	NW_021939090.1
unplaced	NW_021939091.1
unplaced	NW_021939092.1
unplaced	NW_021939094.1
unplaced	NW_021939095.1
unplaced	NW_021939096.1
unplaced	NW_021939098.1
unplaced	NW_021939099.1
unplaced	NW_021939100.1
unplaced	NW_021939101.1
unplaced	NW_021939104.1
unplaced	NW_021939105.1
unplaced	NW_021939106.1
unplaced	NW_021939107.1
unplaced	NW_021939109.1
unplaced	NW_021939110.1
unplaced	NW_021939111.1
unplaced	NW_021939112.1
unplaced	NW_021939114.1
unplaced	NW_021939115.1
unplaced	NW_021939117.1
unplaced	NW_021939118.1
unplaced	NW_021939119.1
unplaced	NW_021939120.1
unplaced	NW_021939123.1
unplaced	NW_021939124.1
unplaced	NW_021939125.1
unplaced	NW_021939127.1
unplaced	NW_021939128.1
unplaced	NW_021939130.1
unplaced	NW_021939131.1
unplaced	NW_021939132.1
unplaced	NW_021939133.1
unplaced	NW_021939135.1
unplaced	NW_021939136.1
unplaced	NW_021939137.1
unplaced	NW_021939139.1
unplaced	NW_021939140.1
unplaced	NW_021939141.1
unplaced	NW_021939142.1
unplaced	NW_021939143.1
unplaced	NW_021939144.1
unplaced	NW_021939146.1
unplaced	NW_021939147.1
unplaced	NW_021939148.1
unplaced	NW_021939150.1
unplaced	NW_021939151.1
unplaced	NW_021939152.1
unplaced	NW_021939153.1
unplaced	NW_021939154.1
unplaced	NW_021939156.1
unplaced	NW_021939157.1
unplaced	NW_021939158.1
unplaced	NW_021939159.1
unplaced	NW_021939160.1
unplaced	NW_021939161.1
unplaced	NW_021939162.1
unplaced	NW_021939164.1
unplaced	NW_021939165.1
unplaced	NW_021939166.1
unplaced	NW_021939167.1
unplaced	NW_021939168.1
unplaced	NW_021939169.1
unplaced	NW_021939171.1
unplaced	NW_021939172.1
unplaced	NW_021939173.1
unplaced	NW_021939175.1
unplaced	NW_021939177.1
unplaced	NW_021939178.1
unplaced	NW_021939179.1
unplaced	NW_021939181.1
unplaced	NW_021939183.1
unplaced	NW_021939184.1
unplaced	NW_021939185.1
unplaced	NW_021939186.1
unplaced	NW_021939187.1
unplaced	NW_021939190.1
unplaced	NW_021939191.1
unplaced	NW_021939192.1
unplaced	NW_021939193.1
unplaced	NW_021939194.1
unplaced	NW_021939196.1
unplaced	NW_021939197.1
unplaced	NW_021939199.1
unplaced	NW_021939200.1
unplaced	NW_021939201.1
unplaced	NW_021939203.1
unplaced	NW_021939204.1
unplaced	NW_021939205.1
unplaced	NW_021939206.1
unplaced	NW_021939207.1
unplaced	NW_021939208.1
unplaced	NW_021939209.1
unplaced	NW_021939210.1
unplaced	NW_021939211.1
unplaced	NW_021939212.1
unplaced	NW_021939213.1
unplaced	NW_021939214.1
unplaced	NW_021939215.1
unplaced	NW_021939217.1
unplaced	NW_021939218.1
unplaced	NW_021939219.1
unplaced	NW_021939221.1
unplaced	NW_021939222.1
unplaced	NW_021939223.1
unplaced	NW_021939224.1
unplaced	NW_021939225.1
unplaced	NW_021939227.1
unplaced	NW_021939228.1
unplaced	NW_021939229.1
unplaced	NW_021939230.1
unplaced	NW_021939231.1
unplaced	NW_021939233.1
unplaced	NW_021939234.1
unplaced	NW_021939235.1
unplaced	NW_021939236.1
unplaced	NW_021939238.1
unplaced	NW_021939241.1
unplaced	NW_021939242.1
unplaced	NW_021939243.1
unplaced	NW_021939244.1
unplaced	NW_021939245.1
unplaced	NW_021939246.1
unplaced	NW_021939247.1
unplaced	NW_021939250.1
unplaced	NW_021939251.1
unplaced	NW_021939252.1
unplaced	NW_021939253.1
unplaced	NW_021939257.1
unplaced	NW_021939258.1
unplaced	NW_021939259.1
unplaced	NW_021939260.1
unplaced	NW_021939262.1
unplaced	NW_021939263.1
unplaced	NW_021939264.1
unplaced	NW_021939265.1
unplaced	NW_021939266.1
unplaced	NW_021939267.1
unplaced	NW_021939268.1
unplaced	NW_021939269.1
unplaced	NW_021939270.1
unplaced	NW_021939271.1
unplaced	NW_021939273.1
unplaced	NW_021939274.1
unplaced	NW_021939276.1
unplaced	NW_021939277.1
unplaced	NW_021939278.1
unplaced	NW_021939279.1
unplaced	NW_021939281.1
unplaced	NW_021939282.1
unplaced	NW_021939284.1
unplaced	NW_021939285.1
unplaced	NW_021939286.1
unplaced	NW_021939287.1
unplaced	NW_021939288.1
unplaced	NW_021939289.1
unplaced	NW_021939291.1
unplaced	NW_021939294.1
unplaced	NW_021939295.1
unplaced	NW_021939296.1
unplaced	NW_021939297.1
unplaced	NW_021939299.1
unplaced	NW_021939301.1
unplaced	NW_021939302.1
unplaced	NW_021939303.1
unplaced	NW_021939304.1
unplaced	NW_021939305.1
unplaced	NW_021939307.1
unplaced	NW_021939308.1
unplaced	NW_021939309.1
unplaced	NW_021939310.1
unplaced	NW_021939311.1
unplaced	NW_021939313.1
unplaced	NW_021939314.1
unplaced	NW_021939315.1
unplaced	NW_021939316.1
unplaced	NW_021939317.1
unplaced	NW_021939319.1
unplaced	NW_021939320.1
unplaced	NW_021939321.1
unplaced	NW_021939322.1
unplaced	NW_021939325.1
unplaced	NW_021939326.1
unplaced	NW_021939327.1
unplaced	NW_021939328.1
unplaced	NW_021939329.1
unplaced	NW_021939331.1
unplaced	NW_021939332.1
unplaced	NW_021939333.1
unplaced	NW_021939335.1
unplaced	NW_021939336.1
unplaced	NW_021939338.1
unplaced	NW_021939341.1
unplaced	NW_021939342.1
unplaced	NW_021939343.1
unplaced	NW_021939345.1
unplaced	NW_021939346.1
unplaced	NW_021939349.1
unplaced	NW_021939350.1
unplaced	NW_021939351.1
unplaced	NW_021939354.1
unplaced	NW_021939355.1
unplaced	NW_021939356.1
unplaced	NW_021939357.1
unplaced	NW_021939358.1
unplaced	NW_021939359.1
unplaced	NW_021939360.1
unplaced	NW_021939361.1
unplaced	NW_021939362.1
unplaced	NW_021939363.1
unplaced	NW_021939364.1
unplaced	NW_021939366.1
unplaced	NW_021939367.1
unplaced	NW_021939368.1
unplaced	NW_021939369.1
unplaced	NW_021939370.1
unplaced	NW_021939371.1
unplaced	NW_021939373.1
unplaced	NW_021939374.1
unplaced	NW_021939375.1
unplaced	NW_021939376.1
unplaced	NW_021939377.1
unplaced	NW_021939378.1
unplaced	NW_021939379.1
unplaced	NW_021939380.1
unplaced	NW_021939381.1
unplaced	NW_021939382.1
unplaced	NW_021939383.1
unplaced	NW_021939384.1
unplaced	NW_021939385.1
unplaced	NW_021939386.1
unplaced	NW_021939387.1
unplaced	NW_021939389.1
unplaced	NW_021939390.1
unplaced	NW_021939391.1
unplaced	NW_021939392.1
unplaced	NW_021939393.1
unplaced	NW_021939397.1
unplaced	NW_021939399.1
unplaced	NW_021939400.1
unplaced	NW_021939401.1
unplaced	NW_021939402.1
unplaced	NW_021939403.1
unplaced	NW_021939405.1
unplaced	NW_021939406.1
unplaced	NW_021939407.1
unplaced	NW_021939408.1
unplaced	NW_021939409.1
unplaced	NW_021939410.1
unplaced	NW_021939411.1
unplaced	NW_021939413.1
unplaced	NW_021939414.1
unplaced	NW_021939415.1
unplaced	NW_021939416.1
unplaced	NW_021939417.1
unplaced	NW_021939418.1
unplaced	NW_021939419.1
unplaced	NW_021939420.1
unplaced	NW_021939421.1
unplaced	NW_021939422.1
unplaced	NW_021939423.1
unplaced	NW_021939425.1
unplaced	NW_021939426.1
unplaced	NW_021939427.1
unplaced	NW_021939428.1
unplaced	NW_021939429.1
unplaced	NW_021939430.1
unplaced	NW_021939431.1
unplaced	NW_021939432.1
unplaced	NW_021939433.1
unplaced	NW_021939434.1
unplaced	NW_021939435.1
unplaced	NW_021939438.1
unplaced	NW_021939439.1
unplaced	NW_021939440.1
unplaced	NW_021939441.1
unplaced	NW_021939444.1
unplaced	NW_021939446.1
unplaced	NW_021939448.1
unplaced	NW_021939449.1
unplaced	NW_021939450.1
unplaced	NW_021939451.1
unplaced	NW_021939452.1
unplaced	NW_021939453.1
unplaced	NW_021939455.1
unplaced	NW_021939456.1
unplaced	NW_021939458.1
unplaced	NW_021939459.1
unplaced	NW_021939460.1
unplaced	NW_021939461.1
unplaced	NW_021939462.1
unplaced	NW_021939464.1
unplaced	NW_021939465.1
unplaced	NW_021939466.1
unplaced	NW_021939467.1
unplaced	NW_021939468.1
unplaced	NW_021939469.1
unplaced	NW_021939472.1
unplaced	NW_021939473.1
unplaced	NW_021939474.1
unplaced	NW_021939475.1
unplaced	NW_021939476.1
unplaced	NW_021939477.1
unplaced	NW_021939478.1
unplaced	NW_021939479.1
unplaced	NW_021939481.1
unplaced	NW_021939483.1
unplaced	NW_021939484.1
unplaced	NW_021939485.1
unplaced	NW_021939486.1
unplaced	NW_021939487.1
unplaced	NW_021939488.1
unplaced	NW_021939489.1
unplaced	NW_021939490.1
unplaced	NW_021939491.1
unplaced	NW_021939492.1
unplaced	NW_021939493.1
unplaced	NW_021939494.1
unplaced	NW_021939495.1
unplaced	NW_021939496.1
unplaced	NW_021939497.1
unplaced	NW_021939499.1
unplaced	NW_021939500.1
unplaced	NW_021939501.1
unplaced	NW_021939502.1
unplaced	NW_021939503.1
unplaced	NW_021939505.1
unplaced	NW_021939506.1
unplaced	NW_021939507.1
unplaced	NW_021939508.1
unplaced	NW_021939509.1
unplaced	NW_021939510.1
unplaced	NW_021939511.1
unplaced	NW_021939512.1
unplaced	NW_021939514.1
unplaced	NW_021939515.1
unplaced	NW_021939516.1
unplaced	NW_021939517.1
unplaced	NW_021939518.1
unplaced	NW_021939519.1
unplaced	NW_021939520.1
unplaced	NW_021939522.1
unplaced	NW_021939523.1
unplaced	NW_021939524.1
unplaced	NW_021939525.1
unplaced	NW_021939527.1
unplaced	NW_021939528.1
unplaced	NW_021939529.1
unplaced	NW_021939530.1
unplaced	NW_021939531.1
unplaced	NW_021939533.1
unplaced	NW_021939534.1
unplaced	NW_021939535.1
unplaced	NW_021939536.1
unplaced	NW_021939537.1
unplaced	NW_021939539.1
unplaced	NW_021939541.1
unplaced	NW_021939542.1
unplaced	NW_021939543.1
unplaced	NW_021939544.1
unplaced	NW_021939547.1
unplaced	NW_021939548.1
unplaced	NW_021939549.1
unplaced	NW_021939550.1
unplaced	NW_021939551.1
unplaced	NW_021939552.1
unplaced	NW_021939554.1
unplaced	NW_021939555.1
unplaced	NW_021939556.1
unplaced	NW_021939558.1
unplaced	NW_021939559.1
unplaced	NW_021939560.1
unplaced	NW_021939561.1
unplaced	NW_021939562.1
unplaced	NW_021939563.1
unplaced	NW_021939564.1
unplaced	NW_021939565.1
unplaced	NW_021939566.1
unplaced	NW_021939567.1
unplaced	NW_021939568.1
unplaced	NW_021939569.1
unplaced	NW_021939570.1
unplaced	NW_021939571.1
unplaced	NW_021939573.1
unplaced	NW_021939574.1
unplaced	NW_021939575.1
unplaced	NW_021939576.1
unplaced	NW_021939577.1
unplaced	NW_021939578.1
unplaced	NW_021939579.1
unplaced	NW_021939580.1
unplaced	NW_021939582.1
unplaced	NW_021939583.1
unplaced	NW_021939584.1
unplaced	NW_021939585.1
unplaced	NW_021939586.1
unplaced	NW_021939587.1
unplaced	NW_021939588.1
unplaced	NW_021939589.1
unplaced	NW_021939591.1
unplaced	NW_021939592.1
unplaced	NW_021939593.1
unplaced	NW_021939594.1
unplaced	NW_021939595.1
unplaced	NW_021939596.1
unplaced	NW_021939597.1
unplaced	NW_021939599.1
unplaced	NW_021939600.1
unplaced	NW_021939601.1
unplaced	NW_021939602.1
unplaced	NW_021939603.1
unplaced	NW_021939604.1
unplaced	NW_021939605.1
unplaced	NW_021939608.1
unplaced	NW_021939609.1
unplaced	NW_021939610.1
unplaced	NW_021939611.1
unplaced	NW_021939612.1
unplaced	NW_021939613.1
unplaced	NW_021939614.1
unplaced	NW_021939617.1
unplaced	NW_021939618.1
unplaced	NW_021939619.1
unplaced	NW_021939620.1
unplaced	NW_021939621.1
unplaced	NW_021939622.1
unplaced	NW_021939623.1
unplaced	NW_021939624.1
unplaced	NW_021939625.1
unplaced	NW_021939626.1
unplaced	NW_021939628.1
unplaced	NW_021939629.1
unplaced	NW_021939630.1
unplaced	NW_021939631.1
unplaced	NW_021939633.1
unplaced	NW_021939634.1
unplaced	NW_021939635.1
unplaced	NW_021939636.1
unplaced	NW_021939637.1
unplaced	NW_021939638.1
unplaced	NW_021939639.1
unplaced	NW_021939640.1
unplaced	NW_021939641.1
unplaced	NW_021939643.1
unplaced	NW_021939644.1
unplaced	NW_021939645.1
unplaced	NW_021939646.1
unplaced	NW_021939647.1
unplaced	NW_021939649.1
unplaced	NW_021939650.1
unplaced	NW_021939651.1
unplaced	NW_021939652.1
unplaced	NW_021939653.1
unplaced	NW_021939654.1
unplaced	NW_021939655.1
unplaced	NW_021939656.1
unplaced	NW_021939657.1
unplaced	NW_021939658.1
unplaced	NW_021939659.1
unplaced	NW_021939660.1
unplaced	NW_021939661.1
unplaced	NW_021939662.1
unplaced	NW_021939663.1
unplaced	NW_021939664.1
unplaced	NW_021939666.1
unplaced	NW_021939667.1
unplaced	NW_021939668.1
unplaced	NW_021939669.1
unplaced	NW_021939671.1
unplaced	NW_021939673.1
unplaced	NW_021939674.1
unplaced	NW_021939675.1
unplaced	NW_021939676.1
unplaced	NW_021939677.1
unplaced	NW_021939678.1
unplaced	NW_021939679.1
unplaced	NW_021939680.1
unplaced	NW_021939681.1
unplaced	NW_021939682.1
unplaced	NW_021939684.1
unplaced	NW_021939685.1
unplaced	NW_021939686.1
unplaced	NW_021939687.1
unplaced	NW_021939688.1
unplaced	NW_021939689.1
unplaced	NW_021939690.1
unplaced	NW_021939691.1
unplaced	NW_021939692.1
unplaced	NW_021939693.1
unplaced	NW_021939694.1
unplaced	NW_021939695.1
unplaced	NW_021939696.1
unplaced	NW_021939697.1
unplaced	NW_021939698.1
unplaced	NW_021939699.1
unplaced	NW_021939701.1
unplaced	NW_021939702.1
unplaced	NW_021939703.1
unplaced	NW_021939704.1
unplaced	NW_021939705.1
unplaced	NW_021939707.1
unplaced	NW_021939709.1
unplaced	NW_021939710.1
unplaced	NW_021939711.1
unplaced	NW_021939712.1
unplaced	NW_021939713.1
unplaced	NW_021939714.1
unplaced	NW_021939715.1
unplaced	NW_021939716.1
unplaced	NW_021939719.1
unplaced	NW_021939720.1
unplaced	NW_021939721.1
unplaced	NW_021939722.1
unplaced	NW_021939723.1
unplaced	NW_021939724.1
unplaced	NW_021939725.1
unplaced	NW_021939726.1
unplaced	NW_021939727.1
unplaced	NW_021939728.1
unplaced	NW_021939729.1
unplaced	NW_021939730.1
unplaced	NW_021939731.1
unplaced	NW_021939732.1
unplaced	NW_021939733.1
unplaced	NW_021939734.1
unplaced	NW_021939735.1
unplaced	NW_021939736.1
unplaced	NW_021939737.1
unplaced	NW_021939738.1
unplaced	NW_021939739.1
unplaced	NW_021939740.1
unplaced	NW_021939741.1
unplaced	NW_021939742.1
unplaced	NW_021939744.1
unplaced	NW_021939745.1
unplaced	NW_021939746.1
unplaced	NW_021939747.1
unplaced	NW_021939748.1
unplaced	NW_021939749.1
unplaced	NW_021939751.1
unplaced	NW_021939752.1
unplaced	NW_021939753.1
unplaced	NW_021939754.1
unplaced	NW_021939755.1
unplaced	NW_021939756.1
unplaced	NW_021939757.1
unplaced	NW_021939758.1
unplaced	NW_021939759.1
unplaced	NW_021939760.1
unplaced	NW_021939761.1
unplaced	NW_021939762.1
unplaced	NW_021939763.1
unplaced	NW_021939764.1
unplaced	NW_021939765.1
unplaced	NW_021939766.1
unplaced	NW_021939767.1
unplaced	NW_021939768.1
unplaced	NW_021939769.1
unplaced	NW_021939771.1
unplaced	NW_021939772.1
unplaced	NW_021939773.1
unplaced	NW_021939774.1
unplaced	NW_021939776.1
unplaced	NW_021939777.1
unplaced	NW_021939778.1
unplaced	NW_021939779.1
unplaced	NW_021939780.1
unplaced	NW_021939781.1
unplaced	NW_021939782.1
unplaced	NW_021939783.1
unplaced	NW_021939784.1
unplaced	NW_021939785.1
unplaced	NW_021939786.1
unplaced	NW_021939787.1
unplaced	NW_021939788.1
unplaced	NW_021939789.1
unplaced	NW_021939790.1
unplaced	NW_021939791.1
unplaced	NW_021939792.1
unplaced	NW_021939793.1
unplaced	NW_021939795.1
unplaced	NW_021939796.1
unplaced	NW_021939799.1
unplaced	NW_021939800.1
unplaced	NW_021939801.1
unplaced	NW_021939802.1
unplaced	NW_021939803.1
unplaced	NW_021939804.1
unplaced	NW_021939805.1
unplaced	NW_021939806.1
unplaced	NW_021939808.1
unplaced	NW_021939809.1
unplaced	NW_021939810.1
unplaced	NW_021939811.1
unplaced	NW_021939812.1
unplaced	NW_021939813.1
unplaced	NW_021939814.1
unplaced	NW_021939815.1
unplaced	NW_021939816.1
unplaced	NW_021939818.1
unplaced	NW_021939819.1
unplaced	NW_021939822.1
unplaced	NW_021939823.1
unplaced	NW_021939824.1
unplaced	NW_021939825.1
unplaced	NW_021939826.1
unplaced	NW_021939827.1
unplaced	NW_021939829.1
unplaced	NW_021939830.1
unplaced	NW_021939831.1
unplaced	NW_021939832.1
unplaced	NW_021939833.1
unplaced	NW_021939834.1
unplaced	NW_021939835.1
unplaced	NW_021939837.1
unplaced	NW_021939838.1
unplaced	NW_021939839.1
unplaced	NW_021939840.1
unplaced	NW_021939841.1
unplaced	NW_021939842.1
unplaced	NW_021939843.1
unplaced	NW_021939844.1
unplaced	NW_021939845.1
unplaced	NW_021939846.1
unplaced	NW_021939847.1
unplaced	NW_021939848.1
unplaced	NW_021939849.1
unplaced	NW_021939850.1
unplaced	NW_021939851.1
unplaced	NW_021939852.1
unplaced	NW_021939854.1
unplaced	NW_021939855.1
unplaced	NW_021939856.1
unplaced	NW_021939857.1
unplaced	NW_021939858.1
unplaced	NW_021939859.1
unplaced	NW_021939861.1
unplaced	NW_021939862.1
unplaced	NW_021939863.1
unplaced	NW_021939864.1
unplaced	NW_021939866.1
unplaced	NW_021939867.1
unplaced	NW_021939868.1
unplaced	NW_021939869.1
unplaced	NW_021939870.1
unplaced	NW_021939871.1
unplaced	NW_021939872.1
unplaced	NW_021939874.1
unplaced	NW_021939875.1
unplaced	NW_021939876.1
unplaced	NW_021939877.1
unplaced	NW_021939878.1
unplaced	NW_021939880.1
unplaced	NW_021939881.1
unplaced	NW_021939883.1
unplaced	NW_021939884.1
unplaced	NW_021939885.1
unplaced	NW_021939886.1
unplaced	NW_021939887.1
unplaced	NW_021939888.1
unplaced	NW_021939891.1
unplaced	NW_021939892.1
unplaced	NW_021939893.1
unplaced	NW_021939894.1
unplaced	NW_021939895.1
unplaced	NW_021939896.1
unplaced	NW_021939897.1
unplaced	NW_021939898.1
unplaced	NW_021939899.1
unplaced	NW_021939900.1
unplaced	NW_021939901.1
unplaced	NW_021939902.1
unplaced	NW_021939903.1
unplaced	NW_021939904.1
unplaced	NW_021939905.1
unplaced	NW_021939906.1
unplaced	NW_021939907.1
unplaced	NW_021939908.1
unplaced	NW_021939909.1
unplaced	NW_021939910.1
unplaced	NW_021939911.1
unplaced	NW_021939912.1
unplaced	NW_021939913.1
unplaced	NW_021939914.1
unplaced	NW_021939915.1
unplaced	NW_021939916.1
unplaced	NW_021939917.1
unplaced	NW_021939918.1
unplaced	NW_021939919.1
unplaced	NW_021939921.1
unplaced	NW_021939922.1
unplaced	NW_021939923.1
unplaced	NW_021939924.1
unplaced	NW_021939925.1
unplaced	NW_021939926.1
unplaced	NW_021939927.1
unplaced	NW_021939928.1
unplaced	NW_021939929.1
unplaced	NW_021939930.1
unplaced	NW_021939932.1
unplaced	NW_021939934.1
unplaced	NW_021939935.1
unplaced	NW_021939937.1
unplaced	NW_021939938.1
unplaced	NW_021939939.1
unplaced	NW_021939940.1
unplaced	NW_021939942.1
unplaced	NW_021939943.1
unplaced	NW_021939944.1
unplaced	NW_021939945.1
unplaced	NW_021939946.1
unplaced	NW_021939947.1
unplaced	NW_021939948.1
unplaced	NW_021939949.1
unplaced	NW_021939950.1
unplaced	NW_021939952.1
unplaced	NW_021939953.1
unplaced	NW_021939954.1
unplaced	NW_021939955.1
unplaced	NW_021939956.1
unplaced	NW_021939957.1
unplaced	NW_021939958.1
unplaced	NW_021939962.1
unplaced	NW_021939963.1
unplaced	NW_021939964.1
unplaced	NW_021939965.1
unplaced	NW_021939967.1
unplaced	NW_021939968.1
unplaced	NW_021939973.1
unplaced	NW_021939974.1
unplaced	NW_021939975.1
unplaced	NW_021939976.1
unplaced	NW_021939977.1
unplaced	NW_021939978.1
unplaced	NW_021939979.1
unplaced	NW_021939980.1
unplaced	NW_021939981.1
unplaced	NW_021939982.1
unplaced	NW_021939983.1
unplaced	NW_021939984.1
unplaced	NW_021939985.1
unplaced	NW_021939987.1
unplaced	NW_021939988.1
unplaced	NW_021939989.1
unplaced	NW_021939990.1
unplaced	NW_021939991.1
unplaced	NW_021939992.1
unplaced	NW_021939994.1
unplaced	NW_021939995.1
unplaced	NW_021939996.1
unplaced	NW_021939997.1
unplaced	NW_021939998.1
unplaced	NW_021939999.1
unplaced	NW_021940000.1
unplaced	NW_021940001.1
unplaced	NW_021940002.1
unplaced	NW_021940003.1
unplaced	NW_021940004.1
unplaced	NW_021940005.1
unplaced	NW_021940006.1
unplaced	NW_021940007.1
unplaced	NW_021940008.1
unplaced	NW_021940010.1
unplaced	NW_021940011.1
unplaced	NW_021940012.1
unplaced	NW_021940013.1
unplaced	NW_021940014.1
unplaced	NW_021940015.1
unplaced	NW_021940016.1
unplaced	NW_021940018.1
unplaced	NW_021940019.1
unplaced	NW_021940020.1
unplaced	NW_021940021.1
unplaced	NW_021940022.1
unplaced	NW_021940023.1
unplaced	NW_021940025.1
unplaced	NW_021940026.1
unplaced	NW_021940027.1
unplaced	NW_021940028.1
unplaced	NW_021940029.1
unplaced	NW_021940030.1
unplaced	NW_021940031.1
unplaced	NW_021940032.1
unplaced	NW_021940034.1
unplaced	NW_021940035.1
unplaced	NW_021940037.1
unplaced	NW_021940040.1
unplaced	NW_021940041.1
unplaced	NW_021940042.1
unplaced	NW_021940043.1
unplaced	NW_021940044.1
unplaced	NW_021940045.1
unplaced	NW_021940046.1
unplaced	NW_021940047.1
unplaced	NW_021940048.1
unplaced	NW_021940049.1
unplaced	NW_021940051.1
unplaced	NW_021940052.1
unplaced	NW_021940053.1
unplaced	NW_021940054.1
unplaced	NW_021940055.1
unplaced	NW_021940056.1
unplaced	NW_021940057.1
unplaced	NW_021940058.1
unplaced	NW_021940059.1
unplaced	NW_021940060.1
unplaced	NW_021940061.1
unplaced	NW_021940062.1
unplaced	NW_021940063.1
unplaced	NW_021940065.1
unplaced	NW_021940066.1
unplaced	NW_021940067.1
unplaced	NW_021940069.1
unplaced	NW_021940070.1
unplaced	NW_021940071.1
unplaced	NW_021940072.1
unplaced	NW_021940073.1
unplaced	NW_021940074.1
unplaced	NW_021940075.1
unplaced	NW_021940076.1
unplaced	NW_021940077.1
unplaced	NW_021940078.1
unplaced	NW_021940079.1
unplaced	NW_021940080.1
unplaced	NW_021940081.1
unplaced	NW_021940082.1
unplaced	NW_021940083.1
unplaced	NW_021940084.1
unplaced	NW_021940085.1
unplaced	NW_021940086.1
unplaced	NW_021940087.1
unplaced	NW_021940088.1
unplaced	NW_021940089.1
unplaced	NW_021940090.1
unplaced	NW_021940091.1
unplaced	NW_021940092.1
unplaced	NW_021940094.1
unplaced	NW_021940095.1
unplaced	NW_021940096.1
unplaced	NW_021940098.1
unplaced	NW_021940099.1
unplaced	NW_021940100.1
unplaced	NW_021940101.1
unplaced	NW_021940102.1
unplaced	NW_021940103.1
unplaced	NW_021940105.1
unplaced	NW_021940106.1
unplaced	NW_021940108.1
unplaced	NW_021940109.1
unplaced	NW_021940110.1
unplaced	NW_021940111.1
